Tanggal Penjualan,ID Produk,Nama Produk,Kategori,Jumlah Terjual,Harga Satuan,Total Penjualan,HPP Satuan,Total HPP,Profit,Margin (%),Period Status
2023-02-12,35,Topi Baseball,Clothing & Fashion,1,15000,15000,10000,10000,5000,33.33,Normal
2023-02-13,120,Baskom Plastik 10L,Alat Rumah Tangga,3,25000,75000,17000,51000,24000,32.0,Normal
2023-02-13,101,Gantungan Tas Dinding,Hanger & Penyimpanan,5,15000,75000,11000,55000,20000,26.67,Normal
2023-02-13,109,Tempat Kartu Kulit,Aksesori Umum,3,20000,60000,13000,39000,21000,35.0,Normal
2023-02-13,119,Box Makanan 600ml,Perlengkapan Rumah,9,10000,90000,7000,63000,27000,30.0,Normal
2023-02-13,74,Sarung Baju Jas,Hanger & Penyimpanan,5,12000,60000,8000,40000,20000,33.33,Normal
2023-02-13,22,Kotak Bekal Makanan,Perlengkapan Rumah,3,20000,60000,13000,39000,21000,35.0,Normal
2023-02-13,68,Vas Bunga Plastik,Perlengkapan Rumah,4,15000,60000,9000,36000,24000,40.0,Normal
2023-02-13,96,Sepatu Sandal Jepit,Footwear,3,25000,75000,18000,54000,21000,28.0,Normal
2023-02-14,1,Lampu LED 5W,Elektronik,4,15000,60000,10000,40000,20000,33.33,Normal
2023-02-14,103,Kotak Obat Plastik,Home & Living,3,18000,54000,13000,39000,15000,27.78,Normal
2023-02-14,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,98000,98000,42000,30.0,Normal
2023-02-14,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,3,25000,75000,18000,54000,21000,28.0,Normal
2023-02-14,23,Tas Belanja Lipat,Aksesori Umum,9,10000,90000,7000,63000,27000,30.0,Normal
2023-02-15,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,3,25000,75000,18000,54000,21000,28.0,Normal
2023-02-15,73,Remote Universal,Elektronik,4,15000,60000,10000,40000,20000,33.33,Normal
2023-02-15,46,Earphone In-Ear,Elektronik,3,25000,75000,17000,51000,24000,32.0,Normal
2023-02-15,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,36000,36000,14000,28.0,Normal
2023-02-15,116,Kabel Data USB A to C,Aksesori Umum,5,15000,75000,10000,50000,25000,33.33,Normal
2023-02-15,4,Speaker Mini Bluetooth,Elektronik,1,60000,60000,39000,39000,21000,35.0,Normal
2023-02-15,11,Wajan Penggorengan,Alat Rumah Tangga,1,40000,40000,27000,27000,13000,32.5,Normal
2023-02-16,12,Gantungan Baju Plastik,Perlengkapan Rumah,31,2500,77500,1000,31000,46500,60.0,Normal
2023-02-16,55,Payung Golf Besar,Aksesori Umum,2,30000,60000,22000,44000,16000,26.67,Normal
2023-02-16,74,Sarung Baju Jas,Hanger & Penyimpanan,6,12000,72000,8000,48000,24000,33.33,Normal
2023-02-16,44,Keyboard Mechanical,Elektronik,1,150000,150000,102000,102000,48000,32.0,Normal
2023-02-17,112,Holder HP Mobil,Aksesori Umum,4,20000,80000,13000,52000,28000,35.0,Normal
2023-02-17,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,31000,31000,14000,31.11,Normal
2023-02-17,106,Tempat HP Rotan,Home & Living,2,25000,50000,18000,36000,14000,28.0,Normal
2023-02-17,6,Rice Cooker Mini,Alat Rumah Tangga,1,90000,90000,64000,64000,26000,28.89,Normal
2023-02-17,102,Suspending Organizer,Hanger & Penyimpanan,4,20000,80000,14000,56000,24000,30.0,Normal
2023-02-17,14,Jam Dinding Digital,Elektronik,2,30000,60000,21000,42000,18000,30.0,Normal
2023-02-17,57,Kipas Angin Meja,Elektronik,1,60000,60000,42000,42000,18000,30.0,Normal
2023-02-17,27,Penampung Sampah Rumah,Perlengkapan Rumah,3,22000,66000,15000,45000,21000,31.82,Normal
2023-02-17,105,Tempat Tisu Meja,Home & Living,6,12000,72000,7000,42000,30000,41.67,Normal
2023-02-18,62,Gelas Minum Plastik,Perlengkapan Rumah,4,8000,32000,5000,20000,12000,37.5,Normal
2023-02-18,35,Topi Baseball,Clothing & Fashion,2,15000,30000,10000,20000,10000,33.33,Normal
2023-02-18,57,Kipas Angin Meja,Elektronik,1,60000,60000,42000,42000,18000,30.0,Normal
2023-02-18,14,Jam Dinding Digital,Elektronik,1,30000,30000,19000,19000,11000,36.67,Normal
2023-02-18,81,Shampoo Botol,Kecantikan & Perawatan,1,25000,25000,16000,16000,9000,36.0,Normal
2023-02-19,39,Tenda Lipat 2 Orang,Outdoor & Travel,1,160000,160000,107000,107000,53000,33.12,Normal
2023-02-19,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,52000,52000,23000,30.67,Normal
2023-02-19,90,Masker Medis 50pcs,Kesehatan,1,25000,25000,18000,18000,7000,28.0,Normal
2023-02-19,93,Vitamin C 1000mg,Kesehatan,1,20000,20000,13000,13000,7000,35.0,Normal
2023-02-19,103,Kotak Obat Plastik,Home & Living,1,18000,18000,12000,12000,6000,33.33,Normal
2023-02-20,116,Kabel Data USB A to C,Aksesori Umum,4,15000,60000,11000,44000,16000,26.67,Normal
2023-02-20,21,Set Sendok Garpu Emas,Perlengkapan Rumah,4,15000,60000,9000,36000,24000,40.0,Normal
2023-02-20,87,Pensil Alis,Kecantikan & Perawatan,9,10000,90000,6000,54000,36000,40.0,Normal
2023-02-20,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,30000,30000,15000,33.33,Normal
2023-02-20,8,Blender Portable,Alat Rumah Tangga,1,75000,75000,54000,54000,21000,28.0,Normal
2023-02-20,66,Buku Tulis 100 Lembar,Edukasi & Hobi,7,10000,70000,7000,49000,21000,30.0,Normal
2023-02-21,111,Casing HP Softcase,Aksesori Umum,5,15000,75000,10000,50000,25000,33.33,Normal
2023-02-21,3,Charger USB-C,Elektronik,3,20000,60000,13000,39000,21000,35.0,Normal
2023-02-21,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,43000,43000,22000,33.85,Normal
2023-02-21,15,Meja Lipat Mini,Furniture Ringan,1,85000,85000,63000,63000,22000,25.88,Normal
2023-02-21,70,Lampu Emergency,Elektronik,1,35000,35000,22000,22000,13000,37.14,Normal
2023-02-21,79,Pewangi Ruangan,Kecantikan & Perawatan,4,15000,60000,10000,40000,20000,33.33,Normal
2023-02-22,116,Kabel Data USB A to C,Aksesori Umum,4,15000,60000,10000,40000,20000,33.33,Normal
2023-02-22,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,81000,81000,29000,26.36,Normal
2023-02-22,107,Hiasan Dinding Minimalis,Home & Living,2,30000,60000,19000,38000,22000,36.67,Normal
2023-02-22,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,30000,30000,15000,33.33,Normal
2023-02-22,24,Payung Lipat Transparan,Aksesori Umum,3,25000,75000,17000,51000,24000,32.0,Normal
2023-02-22,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,82000,82000,28000,25.45,Normal
2023-02-22,31,Baju Kaus Polos,Clothing & Fashion,1,35000,35000,25000,25000,10000,28.57,Normal
2023-02-22,57,Kipas Angin Meja,Elektronik,1,60000,60000,44000,44000,16000,26.67,Normal
2023-02-23,94,Minyak Kayu Putih,Obat Tradisional,7,10000,70000,7000,49000,21000,30.0,Normal
2023-02-23,46,Earphone In-Ear,Elektronik,3,25000,75000,17000,51000,24000,32.0,Normal
2023-02-23,41,Senter LED Senter Senter,Elektronik,4,20000,80000,13000,52000,28000,35.0,Normal
2023-02-23,48,Power Bank 10000mAh,Elektronik,1,90000,90000,63000,63000,27000,30.0,Normal
2023-02-24,10,Panci Teflon 20cm,Alat Rumah Tangga,1,65000,65000,46000,46000,19000,29.23,Normal
2023-02-24,14,Jam Dinding Digital,Elektronik,2,30000,60000,21000,42000,18000,30.0,Normal
2023-02-24,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,49000,49000,26000,34.67,Normal
2023-02-24,46,Earphone In-Ear,Elektronik,3,25000,75000,17000,51000,24000,32.0,Normal
2023-02-24,49,Flashdisk 64GB,Elektronik,1,120000,120000,86000,86000,34000,28.33,Normal
2023-02-24,93,Vitamin C 1000mg,Kesehatan,3,20000,60000,13000,39000,21000,35.0,Normal
2023-02-24,18,Dispenser Air Manual,Alat Rumah Tangga,1,150000,150000,108000,108000,42000,28.0,Normal
2023-02-25,71,Kipas Angin Kecil,Elektronik,2,20000,40000,13000,26000,14000,35.0,Normal
2023-02-25,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,80000,80000,40000,33.33,Normal
2023-02-25,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,33000,33000,12000,26.67,Normal
2023-02-25,98,Kipas Angin DC,Elektronik,1,40000,40000,26000,26000,14000,35.0,Normal
2023-02-25,95,Bandana Couple,Clothing & Fashion,2,15000,30000,10000,20000,10000,33.33,Normal
2023-02-26,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,2,12000,24000,8000,16000,8000,33.33,Normal
2023-02-26,88,Lip Balm,Kecantikan & Perawatan,2,12000,24000,8000,16000,8000,33.33,Normal
2023-02-26,46,Earphone In-Ear,Elektronik,1,25000,25000,16000,16000,9000,36.0,Normal
2023-02-26,94,Minyak Kayu Putih,Obat Tradisional,3,10000,30000,7000,21000,9000,30.0,Normal
2023-02-26,4,Speaker Mini Bluetooth,Elektronik,1,60000,60000,41000,41000,19000,31.67,Normal
2023-02-26,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,29000,29000,16000,35.56,Normal
2023-02-27,109,Tempat Kartu Kulit,Aksesori Umum,3,20000,60000,13000,39000,21000,35.0,Normal
2023-02-27,78,Pembersih Lantai Cair,Kebersihan,3,20000,60000,13000,39000,21000,35.0,Normal
2023-02-27,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,34000,34000,16000,32.0,Normal
2023-02-27,17,Kipas Angin Standing,Elektronik,1,120000,120000,80000,80000,40000,33.33,Normal
2023-02-27,29,Sabun Cuci Piring Cair,Sembako,6,12000,72000,8000,48000,24000,33.33,Normal
2023-02-27,35,Topi Baseball,Clothing & Fashion,4,15000,60000,10000,40000,20000,33.33,Normal
2023-02-27,16,Kursi Lipat Ringan,Furniture Ringan,1,70000,70000,51000,51000,19000,27.14,Normal
2023-02-28,102,Suspending Organizer,Hanger & Penyimpanan,4,20000,80000,13000,52000,28000,35.0,Normal
2023-02-28,96,Sepatu Sandal Jepit,Footwear,3,25000,75000,18000,54000,21000,28.0,Normal
2023-02-28,23,Tas Belanja Lipat,Aksesori Umum,8,10000,80000,6000,48000,32000,40.0,Normal
2023-02-28,13,Tempat Makan Plastik,Perlengkapan Rumah,8,10000,80000,6000,48000,32000,40.0,Normal
2023-02-28,118,Colokan Timer,Aksesori Umum,1,40000,40000,26000,26000,14000,35.0,Normal
2023-02-28,51,Bola Lampu LED 10W,Elektronik,4,20000,80000,13000,52000,28000,35.0,Normal
2023-03-01,106,Tempat HP Rotan,Home & Living,3,25000,75000,16000,48000,27000,36.0,Normal
2023-03-01,45,Speaker Bluetooth Mini,Elektronik,1,50000,50000,33000,33000,17000,34.0,Normal
2023-03-01,53,Sarung Bantal 2 pcs,Home & Living,3,25000,75000,17000,51000,24000,32.0,Normal
2023-03-01,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,28000,28000,12000,30.0,Normal
2023-03-01,44,Keyboard Mechanical,Elektronik,1,150000,150000,100000,100000,50000,33.33,Normal
2023-03-02,49,Flashdisk 64GB,Elektronik,1,120000,120000,87000,87000,33000,27.5,Normal
2023-03-02,22,Kotak Bekal Makanan,Perlengkapan Rumah,4,20000,80000,13000,52000,28000,35.0,Normal
2023-03-02,49,Flashdisk 64GB,Elektronik,1,120000,120000,82000,82000,38000,31.67,Normal
2023-03-02,11,Wajan Penggorengan,Alat Rumah Tangga,1,40000,40000,29000,29000,11000,27.5,Normal
2023-03-02,114,Kantong HP Anti Air,Aksesori Umum,3,20000,60000,14000,42000,18000,30.0,Normal
2023-03-03,66,Buku Tulis 100 Lembar,Edukasi & Hobi,7,10000,70000,6000,42000,28000,40.0,Normal
2023-03-03,27,Penampung Sampah Rumah,Perlengkapan Rumah,3,22000,66000,14000,42000,24000,36.36,Normal
2023-03-03,43,Mouse Wireless,Elektronik,2,30000,60000,22000,44000,16000,26.67,Normal
2023-03-03,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,33000,33000,12000,26.67,Normal
2023-03-03,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,33000,33000,12000,26.67,Normal
2023-03-03,65,Matras Yoga,Edukasi & Hobi,1,45000,45000,33000,33000,12000,26.67,Normal
2023-03-03,29,Sabun Cuci Piring Cair,Sembako,6,12000,72000,8000,48000,24000,33.33,Normal
2023-03-03,102,Suspending Organizer,Hanger & Penyimpanan,3,20000,60000,14000,42000,18000,30.0,Normal
2023-03-03,26,Jam Alarm Meja,Elektronik,3,18000,54000,13000,39000,15000,27.78,Normal
2023-03-04,120,Baskom Plastik 10L,Alat Rumah Tangga,1,25000,25000,16000,16000,9000,36.0,Normal
2023-03-04,72,Kabel HDMI 1.5m,Elektronik,1,25000,25000,16000,16000,9000,36.0,Normal
2023-03-04,13,Tempat Makan Plastik,Perlengkapan Rumah,4,10000,40000,6000,24000,16000,40.0,Normal
2023-03-04,111,Casing HP Softcase,Aksesori Umum,2,15000,30000,11000,22000,8000,26.67,Normal
2023-03-04,98,Kipas Angin DC,Elektronik,1,40000,40000,26000,26000,14000,35.0,Normal
2023-03-04,90,Masker Medis 50pcs,Kesehatan,1,25000,25000,18000,18000,7000,28.0,Normal
2023-03-04,118,Colokan Timer,Aksesori Umum,1,40000,40000,29000,29000,11000,27.5,Normal
2023-03-04,40,Kantong Sleeping Bag,Outdoor & Travel,1,75000,75000,50000,50000,25000,33.33,Normal
2023-03-05,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,31000,31000,14000,31.11,Normal
2023-03-05,108,Gantungan Baju Dinding,Hanger & Penyimpanan,2,15000,30000,11000,22000,8000,26.67,Normal
2023-03-05,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,2,12000,24000,8000,16000,8000,33.33,Normal
2023-03-05,91,Thermometer Digital,Kesehatan,1,50000,50000,35000,35000,15000,30.0,Normal
2023-03-05,102,Suspending Organizer,Hanger & Penyimpanan,1,20000,20000,13000,13000,7000,35.0,Normal
2023-03-06,68,Vas Bunga Plastik,Perlengkapan Rumah,4,15000,60000,10000,40000,20000,33.33,Normal
2023-03-06,85,Lotion Tubuh,Kecantikan & Perawatan,2,30000,60000,22000,44000,16000,26.67,Normal
2023-03-06,95,Bandana Couple,Clothing & Fashion,4,15000,60000,10000,40000,20000,33.33,Normal
2023-03-06,101,Gantungan Tas Dinding,Hanger & Penyimpanan,4,15000,60000,10000,40000,20000,33.33,Normal
2023-03-06,96,Sepatu Sandal Jepit,Footwear,2,25000,50000,16000,32000,18000,36.0,Normal
2023-03-06,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,3,25000,75000,17000,51000,24000,32.0,Normal
2023-03-06,80,Sabun Mandi Cair,Kecantikan & Perawatan,3,18000,54000,12000,36000,18000,33.33,Normal
2023-03-06,94,Minyak Kayu Putih,Obat Tradisional,7,10000,70000,6000,42000,28000,40.0,Normal
2023-03-06,39,Tenda Lipat 2 Orang,Outdoor & Travel,1,160000,160000,118000,118000,42000,26.25,Normal
2023-03-07,55,Payung Golf Besar,Aksesori Umum,2,30000,60000,22000,44000,16000,26.67,Normal
2023-03-07,68,Vas Bunga Plastik,Perlengkapan Rumah,4,15000,60000,11000,44000,16000,26.67,Normal
2023-03-07,50,Router WiFi Portabel,Elektronik,1,160000,160000,119000,119000,41000,25.62,Normal
2023-03-07,76,Kotak Penyimpanan Plastik,Hanger & Penyimpanan,2,30000,60000,22000,44000,16000,26.67,Normal
2023-03-07,8,Blender Portable,Alat Rumah Tangga,1,75000,75000,55000,55000,20000,26.67,Normal
2023-03-07,41,Senter LED Senter Senter,Elektronik,3,20000,60000,14000,42000,18000,30.0,Normal
2023-03-07,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,81000,81000,39000,32.5,Normal
2023-03-07,109,Tempat Kartu Kulit,Aksesori Umum,3,20000,60000,13000,39000,21000,35.0,Normal
2023-03-07,9,Kipas Angin USB,Elektronik,3,25000,75000,17000,51000,24000,32.0,Normal
2023-03-08,67,Stiker Dekorasi Tembok,Perlengkapan Rumah,6,12000,72000,8000,48000,24000,33.33,Normal
2023-03-08,7,Setrika Mini,Alat Rumah Tangga,1,50000,50000,34000,34000,16000,32.0,Normal
2023-03-08,118,Colokan Timer,Aksesori Umum,1,40000,40000,26000,26000,14000,35.0,Normal
2023-03-08,29,Sabun Cuci Piring Cair,Sembako,6,12000,72000,7000,42000,30000,41.67,Normal
2023-03-08,78,Pembersih Lantai Cair,Kebersihan,3,20000,60000,14000,42000,18000,30.0,Normal
2023-03-08,29,Sabun Cuci Piring Cair,Sembako,6,12000,72000,8000,48000,24000,33.33,Normal
2023-03-08,58,Dispenser Galon Atas,Alat Rumah Tangga,1,120000,120000,85000,85000,35000,29.17,Normal
2023-03-09,81,Shampoo Botol,Kecantikan & Perawatan,3,25000,75000,16000,48000,27000,36.0,Normal
2023-03-09,101,Gantungan Tas Dinding,Hanger & Penyimpanan,4,15000,60000,10000,40000,20000,33.33,Normal
2023-03-09,19,Magic Com Mini,Alat Rumah Tangga,1,130000,130000,87000,87000,43000,33.08,Normal
2023-03-09,89,Hand Sanitizer 60ml,Kesehatan,8,10000,80000,7000,56000,24000,30.0,Normal
2023-03-09,96,Sepatu Sandal Jepit,Footwear,3,25000,75000,17000,51000,24000,32.0,Normal
2023-03-10,30,Lap Microfiber,Perlengkapan Rumah,4,15000,60000,10000,40000,20000,33.33,Normal
2023-03-10,107,Hiasan Dinding Minimalis,Home & Living,2,30000,60000,20000,40000,20000,33.33,Normal
2023-03-10,98,Kipas Angin DC,Elektronik,1,40000,40000,27000,27000,13000,32.5,Normal
2023-03-10,117,Power Extension 6 Outlet,Aksesori Umum,1,65000,65000,45000,45000,20000,30.77,Normal
2023-03-11,25,Gantungan Kunci Lucu,Aksesori Umum,6,5000,30000,3000,18000,12000,40.0,Normal
2023-03-11,88,Lip Balm,Kecantikan & Perawatan,3,12000,36000,8000,24000,12000,33.33,Normal
2023-03-11,82,Kondisioner Rambut,Kecantikan & Perawatan,1,25000,25000,18000,18000,7000,28.0,Normal
2023-03-11,27,Penampung Sampah Rumah,Perlengkapan Rumah,1,22000,22000,15000,15000,7000,31.82,Normal
2023-03-11,51,Bola Lampu LED 10W,Elektronik,1,20000,20000,13000,13000,7000,35.0,Normal
2023-03-11,61,Piring Plastik Set 10pcs,Perlengkapan Rumah,1,25000,25000,16000,16000,9000,36.0,Normal
2023-03-11,95,Bandana Couple,Clothing & Fashion,1,15000,15000,10000,10000,5000,33.33,Normal
2023-03-12,42,Kabel Data USB Type-C,Elektronik,2,12000,24000,8000,16000,8000,33.33,Normal
2023-03-12,98,Kipas Angin DC,Elektronik,1,40000,40000,29000,29000,11000,27.5,Normal
2023-03-12,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,30000,30000,15000,33.33,Normal
2023-03-12,55,Payung Golf Besar,Aksesori Umum,1,30000,30000,20000,20000,10000,33.33,Normal
2023-03-12,108,Gantungan Baju Dinding,Hanger & Penyimpanan,2,15000,30000,10000,20000,10000,33.33,Normal
2023-03-12,116,Kabel Data USB A to C,Aksesori Umum,2,15000,30000,10000,20000,10000,33.33,Normal
2023-03-13,19,Magic Com Mini,Alat Rumah Tangga,1,130000,130000,88000,88000,42000,32.31,Normal
2023-03-13,59,Panci Stainless 24cm,Alat Rumah Tangga,1,85000,85000,62000,62000,23000,27.06,Normal
2023-03-13,110,Dompet Mini Wanita,Aksesori Umum,3,25000,75000,16000,48000,27000,36.0,Normal
2023-03-13,41,Senter LED Senter Senter,Elektronik,4,20000,80000,13000,52000,28000,35.0,Normal
2023-03-13,78,Pembersih Lantai Cair,Kebersihan,4,20000,80000,14000,56000,24000,30.0,Normal
2023-03-13,73,Remote Universal,Elektronik,4,15000,60000,10000,40000,20000,33.33,Normal
2023-03-13,85,Lotion Tubuh,Kecantikan & Perawatan,2,30000,60000,22000,44000,16000,26.67,Normal
2023-03-14,94,Minyak Kayu Putih,Obat Tradisional,8,10000,80000,6000,48000,32000,40.0,Normal
2023-03-14,60,Tempat Bumbu Dapur,Alat Rumah Tangga,3,18000,54000,12000,36000,18000,33.33,Normal
2023-03-14,110,Dompet Mini Wanita,Aksesori Umum,2,25000,50000,17000,34000,16000,32.0,Normal
2023-03-14,83,Krim Wajah Siang,Kecantikan & Perawatan,1,45000,45000,30000,30000,15000,33.33,Normal
2023-03-14,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,33000,33000,12000,26.67,Normal
2023-03-14,30,Lap Microfiber,Perlengkapan Rumah,3,15000,45000,10000,30000,15000,33.33,Normal
2023-03-14,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,31000,31000,14000,31.11,Normal
2023-03-14,110,Dompet Mini Wanita,Aksesori Umum,3,25000,75000,18000,54000,21000,28.0,Normal
2023-03-14,22,Kotak Bekal Makanan,Perlengkapan Rumah,3,20000,60000,13000,39000,21000,35.0,Normal
2023-03-15,113,Tas Selempang Simple,Aksesori Umum,1,45000,45000,30000,30000,15000,33.33,Normal
2023-03-15,11,Wajan Penggorengan,Alat Rumah Tangga,1,40000,40000,28000,28000,12000,30.0,Normal
2023-03-15,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,52000,52000,23000,30.67,Normal
2023-03-15,51,Bola Lampu LED 10W,Elektronik,3,20000,60000,13000,39000,21000,35.0,Normal
2023-03-15,22,Kotak Bekal Makanan,Perlengkapan Rumah,4,20000,80000,13000,52000,28000,35.0,Normal
2023-03-16,66,Buku Tulis 100 Lembar,Edukasi & Hobi,8,10000,80000,7000,56000,24000,30.0,Normal
2023-03-16,60,Tempat Bumbu Dapur,Alat Rumah Tangga,3,18000,54000,12000,36000,18000,33.33,Normal
2023-03-16,75,Hanger Plastik 10pcs,Hanger & Penyimpanan,3,20000,60000,14000,42000,18000,30.0,Normal
2023-03-16,55,Payung Golf Besar,Aksesori Umum,2,30000,60000,20000,40000,20000,33.33,Normal
2023-03-17,30,Lap Microfiber,Perlengkapan Rumah,4,15000,60000,10000,40000,20000,33.33,Normal
2023-03-17,57,Kipas Angin Meja,Elektronik,1,60000,60000,44000,44000,16000,26.67,Normal
2023-03-17,36,Kacamata Hitam Fashion,Clothing & Fashion,1,40000,40000,26000,26000,14000,35.0,Normal
2023-03-17,43,Mouse Wireless,Elektronik,2,30000,60000,20000,40000,20000,33.33,Normal
2023-03-17,32,Celana Pendek Casual,Clothing & Fashion,1,45000,45000,33000,33000,12000,26.67,Normal
2023-03-18,64,Kasur Busa Tipis,Alat Rumah Tangga,1,110000,110000,73000,73000,37000,33.64,Normal
2023-03-18,30,Lap Microfiber,Perlengkapan Rumah,2,15000,30000,10000,20000,10000,33.33,Normal
2023-03-18,70,Lampu Emergency,Elektronik,1,35000,35000,22000,22000,13000,37.14,Normal
2023-03-18,57,Kipas Angin Meja,Elektronik,1,60000,60000,39000,39000,21000,35.0,Normal
2023-03-18,104,Tirai Gorden Jendela,Home & Living,1,75000,75000,56000,56000,19000,25.33,Normal
2023-03-18,90,Masker Medis 50pcs,Kesehatan,1,25000,25000,17000,17000,8000,32.0,Normal
2023-03-18,93,Vitamin C 1000mg,Kesehatan,2,20000,40000,14000,28000,12000,30.0,Normal
2023-03-18,12,Gantungan Baju Plastik,Perlengkapan Rumah,16,2500,40000,1000,16000,24000,60.0,Normal
2023-03-19,47,Smartwatch Basic,Elektronik,1,120000,120000,89000,89000,31000,25.83,Normal
2023-03-19,23,Tas Belanja Lipat,Aksesori Umum,4,10000,40000,7000,28000,12000,30.0,Normal
2023-03-19,70,Lampu Emergency,Elektronik,1,35000,35000,23000,23000,12000,34.29,Normal
2023-03-20,86,Parfum Roll On,Kecantikan & Perawatan,4,15000,60000,9000,36000,24000,40.0,Normal
2023-03-20,115,USB Flashdisk 32GB,Aksesori Umum,1,50000,50000,34000,34000,16000,32.0,Normal
2023-03-20,109,Tempat Kartu Kulit,Aksesori Umum,4,20000,80000,14000,56000,24000,30.0,Normal
2023-03-20,43,Mouse Wireless,Elektronik,2,30000,60000,21000,42000,18000,30.0,Normal
2023-03-20,33,Kemeja Katun Slim Fit,Clothing & Fashion,1,65000,65000,43000,43000,22000,33.85,Normal
2023-03-20,38,Kasur Lipat Camping,Outdoor & Travel,1,140000,140000,102000,102000,38000,27.14,Normal
2023-03-21,20,Termos Air Panas,Perlengkapan Rumah,1,35000,35000,25000,25000,10000,28.57,Normal
2023-03-21,69,Mini Fan USB,Elektronik,2,25000,50000,18000,36000,14000,28.0,Normal
2023-03-21,98,Kipas Angin DC,Elektronik,1,40000,40000,27000,27000,13000,32.5,Normal
2023-03-21,28,Sikat Lantai Otomatis,Alat Rumah Tangga,1,40000,40000,26000,26000,14000,35.0,Normal
2023-03-22,52,Charger Wireless,Elektronik,1,55000,55000,39000,39000,16000,29.09,Normal
2023-03-22,12,Gantungan Baju Plastik,Perlengkapan Rumah,34,2500,85000,1000,34000,51000,60.0,Normal
